Svedala;5.1
Svenljunga;5.5
Saffle;12.2
Sater;3.1
Savsjo;8.6
Soderhamn;11.7
Soderkoping;4.6
Sodertalje;13.6
Solvesborg;8.5
Tanum;5.5
Tibro;10.4
Tidaholm;6.5
Tierp;9.1
Timra;6.3
Tingsryd;8
Tjorn;3
Tomelilla;8.1
Torsby;6.8
Torsas;8.8
Tranemo;4.6
Tranas;8.3
Trelleborg;8.4
Trollhattan;10.9
Trosa;4.2
Tyreso;4
Taby;3
Toreboda;10.2
Uddevalla;8.6
Ulricehamn;4.9
Umea;5.2
Upplands Vasby;6.2
Upplands-Bro;6.5
Uppsala;5.9
Uppvidinge;9.5
Vadstena;6.3
Vaggeryd;4.9
Valdemarsvik;10.4
Vallentuna;2.6
Vansbro;5
Vara;5.3
Varberg;4.8
Vaxholm;2.8
Vellinge;4
Vetlanda;6.6
Vilhelmina;10.9
Vimmerby;7.2
Vindeln;6.1
Vingaker;10.5
Vanersborg;9.9
Vannas;6.4
Varmdo;3.5
Varnamo;6.1
Vastervik;8.6
Vasteras;9.1
Vaxjo;8.1
Vargarda;4.7
Ydre;4.3
Ystad;6.4
almhult;7.6
alvdalen;5.8
alvkarleby;11.6
alvsbyn;8.1
angelholm;6.3
amal;14.2
ange;8.7
are;6.8
arjang;6.4
asele;13.2
astorp;11.1
atvidaberg;5.6
ockero;2.1
odeshog;8.2
orebro;7.6
orkelljunga;8.5
ornskoldsvik;8.4
ostersund;6.3
osteraker;3.3
osthammar;4
ostra Goinge;14.5
overkalix;7.6
overtornea;10.7
